,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
1331,CUE,"Cue Biopharma, Inc.",Fletcher Aaron G.l.,Director,2022-05-23,150000,3.52,528000,2.1,3.5799999237060547,3.849999904632568,3.7200000286102295,3.716666618982951,0.052914786055459455,3.193000078201294,3.5499999523162837,3.5199999809265137,3.4210000038146973,-0.028938905605059805
1332,BODY,"Beachbody Company, Inc.",Daikeler Carl,SEE REMARKS,2022-05-24,326325,1.57,511873,3.23,1.7799999713897705,2.059999942779541,2.200000047683716,2.013333320617676,0.2201986705716788,1.6200000047683716,1.7549999952316284,2.0050001144409184,1.7933333714803057,0.12453533460761702
1333,TXRH,Texas Roadhouse Inc,Zarley James R,Director,2022-05-20,7069,70.56,498789,2.1,72.18000030517578,70.58000183105469,76.44000244140625,73.06666819254558,0.0343065895100074,68.80000305175781,68.58000183105469,70.25,69.21000162760417,-0.019505827779917124
1334,DINO,Hf Sinclair Corp,Myers Franklin,Director,2022-05-24,10700,46.27,495089,2.39,49.5099983215332,49.81999969482422,50.04999923706055,49.793332417806,0.07075912068391818,47.66999816894531,48.02999877929688,48.43999862670898,48.04666519165039,0.03697790855127108
1335,BODY,"Beachbody Company, Inc.",Daikeler Carl,SEE REMARKS,2022-05-23,308036,1.6,493474,3.23,1.6080000400543213,1.7799999713897705,2.059999942779541,1.815999984741211,0.11894272387452245,1.4700000286102295,1.6200000047683716,1.7549999952316284,1.6150000095367432,0.009287931546852295
1336,DOCS,"Doximity, Inc.",Jorgensen Paul W.,Chief Revenue Officer,2022-05-20,15000,32.19,482864,2.74,33.86999893188477,32.689998626708984,35.029998779296875,33.86333211263021,0.04941427816567704,30.75,31.34000015258789,32.200000762939446,31.43000030517578,-0.024180709113740047
1337,GHL,Greenhill & Co Inc,Bok Scott L,Chairman & CEO,2022-05-24,42553,11.26,479147,3.23,11.649999618530273,12.279999732971193,12.40999984741211,12.113333066304527,0.07044576927206181,11.369999885559082,11.75,12.06999969482422,11.72999986012777,0.04006818974699019
1338,WIA,Western Asset Claymore Us Treasury Inflation Pro Secu Fund,Gates William H III,10% Owner,2022-05-24,44344,10.42,461954,2.45,10.619999885559082,10.65999984741211,10.760000228881836,10.679999987284342,0.02434456812676958,10.470000267028807,10.550000190734863,10.619999885559082,10.546666781107584,0.012010124500613254
1339,GTLB,Gitlab Inc.,Alphabet Inc.,Member of 10% Group,2022-05-24,13528,33.72,456149,0.01,37.66999816894531,42.47000122070313,43.2599983215332,41.13333257039388,0.18022688917089355,34.74499893188477,36.13999938964844,40.06999969482422,36.98499933878581,0.0882790157403581
1340,VPG,"Vishay Precision Group, Inc.",Cummins Wes,Director,2022-05-23,15000,29.7,445500,2.1,29.65999984741211,30.1200008392334,30.43000030517578,30.07000033060709,0.0123046334066877,29.29999923706055,29.520000457763672,29.53000068664551,29.45000012715657,-0.008488959991986345
1341,WIW,Western Asset Claymore Us Treasury Inflation Pro Sec Fund 2,Gates William H III,10% Owner,2022-05-24,40915,10.75,439869,2.45,11.039999961853027,11.100000381469727,11.199999809265137,11.113333384195961,0.03269346573483089,10.81999969482422,11.0,11.06999969482422,10.963333129882812,0.019458783871241614
1342,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-05-25,14786,28.66,423767,2.44,29.29999923706055,29.96999931335449,,29.63499927520752,0.032900263170352044,28.920000076293945,29.190000534057607,,29.05500030517578,0.013594916572945856
1343,CVNA,Carvana Co.,Breaux Paul W.,See Remarks,2022-05-24,15000,27.59,413850,2.74,31.60000038146973,32.990001678466804,34.400001525878906,32.996667861938484,0.16385496513043507,26.440000534057607,29.709999084472656,31.70000076293945,29.283333460489914,0.05782584359033492
1344,AOMR,"Angel Oak Mortgage, Inc.",Yoseloff Anthony Alexander,10% Owner,2022-05-20,30410,12.99,395026,1.5,14.399999618530273,14.4399995803833,15.149999618530273,14.66333293914795,0.1141168209227869,13.649999618530273,13.899999618530273,14.30799961090088,13.952666282653807,0.06899514853663571
1345,GHL,Greenhill & Co Inc,Bok Scott L,Chairman & CEO,2022-05-23,33167,11.22,372134,2.64,11.619999885559082,11.649999618530273,12.279999732971193,11.849999745686851,0.053164536641965375,10.859999656677246,11.369999885559082,11.75,11.326666514078774,0.00941729095194874
1346,JYNT,Joint Corp,Gramm Jefferson,10% Owner,2022-05-24,22187,14.98,332277,1.5,15.765000343322756,16.489999771118164,17.600000381469727,16.618333498636886,0.098585908073831,14.93000030517578,15.199999809265135,16.129999160766598,15.419999758402504,0.02853435572609172
1347,MRSN,"Mersana Therapeutics, Inc.",Hack Andrew A. F.,Director,2022-05-24,100000,3.29,328990,2.1,3.309999942779541,3.240000009536743,3.3589999675750732,3.3029999732971187,0.003935807872302911,3.0999999046325684,3.130000114440918,3.140000104904175,3.12333337465922,-0.05336177901885495
1348,EYES,Second Sight Medical Products Inc,Williams Gregg,Director,2022-05-23,167160,1.97,328570,2.25,2.009999990463257,2.009999990463257,2.150000095367432,2.056666692097982,0.04213939596093437,1.940000057220459,1.7799999713897705,1.8650000095367432,1.861666679382324,-0.058191577373893424
1349,AAT,"American Assets Trust, Inc.",Rady Ernest S,Chairman & CEO,2022-05-25,10000,32.8,328000,2.64,33.630001068115234,34.279998779296875,,33.95499992370605,0.034015606723641366,33.22999954223633,33.36999893188477,,33.299999237060554,0.015014992447930324
1350,AAT,"American Assets Trust, Inc.",Rady Ernest S,Chairman & CEO,2022-05-24,10000,31.85,318500,2.64,33.27000045776367,33.630001068115234,34.279998779296875,33.72666676839193,0.055643410636437664,32.580001831054695,33.22999954223633,33.36999893188477,33.060000101725265,0.03660012395650634
1351,LIAN,Lianbio,Edelman Joseph,Director,2022-05-25,120000,2.63,315600,2.25,3.2799999713897705,3.059999942779541,,3.169999957084656,0.17034699192276204,2.7699999809265137,2.690000057220459,,2.7300000190734863,0.03663004336074132
1352,CTLP,Cantaloupe Inc,Braunstein Douglas L,10% Owner,2022-05-23,66215,4.5,297968,1.5,4.699999809265137,5.079999923706055,5.349999904632568,5.043333212534587,0.10773295946105617,4.329999923706056,4.599999904632568,5.0900001525878915,4.673333326975505,0.03708987030199341
1353,MRSN,"Mersana Therapeutics, Inc.",Hack Andrew A. F.,Director,2022-05-25,90155,3.18,286242,2.1,3.240000009536743,3.3589999675750732,,3.299499988555908,0.03621760538578137,3.130000114440918,3.140000104904175,,3.1350001096725464,-0.014354031500226662
1354,MIDD,Middleby Corp,Ziyad Nassem,Director,2022-05-24,2035,135.83,276414,2.39,141.60000610351562,145.6999969482422,150.5800018310547,145.96000162760416,0.06940258642535083,136.60000610351562,142.0,145.91000366210938,141.50333658854166,0.04009330610371662
1355,TCBI,Texas Capital Bancshares Inc,Stallings Robert W,Director,2022-05-24,5348,51.13,273443,2.1,53.13999938964844,55.02000045776367,56.66999816894531,54.94333267211914,0.06940483015247098,50.9000015258789,52.88999938964844,54.68999862670898,52.82666651407877,0.0321176145692743
1356,BODY,"Beachbody Company, Inc.",Daikeler Carl,SEE REMARKS,2022-05-20,184613,1.44,265344,3.23,1.6699999570846558,1.6080000400543213,1.7799999713897705,1.6859999895095823,0.14590746799538126,1.5149999856948853,1.4700000286102295,1.6200000047683716,1.5350000063578289,0.061889254699900725
1357,CTLP,Cantaloupe Inc,Braunstein Douglas L,10% Owner,2022-05-24,59305,4.47,265093,1.5,5.079999923706055,5.349999904632568,5.199999809265137,5.209999879201253,0.142034529051602,4.599999904632568,5.090000152587892,5.079999923706055,4.923333326975505,0.09207853640370846
1358,DGICB,Donegal Group,Donegal Mutual Insurance Co,10% Owner,2022-05-25,16720,15.8,264176,2.45,15.81999969482422,16.75,,16.28499984741211,0.02978199889201603,15.75,16.75,,16.25,0.027692307692307648
1359,SWM,Schweitzer Mauduit International Inc,Keenan Jeffrey,Director,2022-05-24,10000,26.25,264060,2.39,27.04999923706055,27.6200008392334,27.70000076293945,27.45666694641113,0.043948049075521765,26.45000076293945,27.11000061035156,27.3700008392334,26.976667404174805,0.02693688561628441
1360,FTDR,Frontdoor Inc,Cobb William C,Director,2022-05-23,10000,25.51,255100,2.1,25.86000061035156,25.15999984741211,26.190000534057607,25.73666699727376,0.008807162065615206,24.270000457763672,24.34000015258789,25.26000022888184,24.623333613077804,-0.036009193590719975
1361,HLT,Hilton Worldwide Holdings Inc.,Steenland Douglas M,Director,2022-05-24,1967,127.69,251156,2.39,132.38999938964844,139.64999389648438,144.61000061035156,138.88333129882812,0.08059521034057003,127.20999908447266,132.94999694824222,139.33999633789062,133.16666412353516,0.04112638969805989
1362,ALKT,"Alkami Technology, Inc.",Shootman Alex,Chief Executive Officer,2022-05-19,22468,11.13,249997,2.81,11.960000038146973,11.90999984741211,12.720000267028807,12.196666717529295,0.08745559276423133,11.279999732971193,11.239999771118164,11.399999618530273,11.306666374206545,0.015624974537991524
1363,CROX,Crocs Inc,Smach Thomas J,Director,2022-05-25,5000,49.99,249950,2.1,54.27000045776367,56.13999938964844,,55.20499992370606,0.09446607971946824,51.06999969482422,54.27000045776367,,52.67000007629394,0.05088285689029598
1364,SOFI,"SoFi Technologies, Inc",Noto Anthony,Chief Executive Officer,2022-05-24,37056,6.72,249027,2.81,7.1599998474121085,7.389999866485598,7.679999828338622,7.4099998474121085,0.09311739023221266,6.677999973297119,6.90500020980835,7.190000057220459,6.9243334134419765,0.029509470622155524
1365,VFL,Delaware Investments Florida Insured Municipal Income Fund,Weinstein Boaz,10% Owner,2022-05-25,21096,11.67,246190,1.5,11.890000343322756,11.989999771118164,,11.94000005722046,0.022613070010597053,11.68000030517578,11.84000015258789,,11.760000228881836,0.007653080538281028
1366,MRSN,"Mersana Therapeutics, Inc.",Hack Andrew A. F.,Director,2022-05-26,75000,3.19,238943,2.1,3.358999967575073,,3.359999895095825,3.3594999313354488,0.050453917190011854,3.140000104904175,,3.1800000667572017,3.1600000858306885,-0.009493643466603013
1367,TXRH,Texas Roadhouse Inc,Warfield Curtis,Director,2022-05-23,3362,71.03,238803,2.39,70.58000183105469,76.44000244140625,79.83999633789062,75.62000020345052,0.06069823050914346,68.58000183105469,70.25,74.19000244140625,71.00666809082031,-0.0003285875792657418
1368,NGM,Ngm Biopharmaceuticals Inc,"Column Group Ii Gp, Lp",General Partner,2022-05-24,17828,13.37,238325,1.5,13.800000190734865,13.739999771118164,13.850000381469727,13.796666781107586,0.030925352324362824,13.239999771118164,13.220000267028807,13.329999923706055,13.263333320617676,-0.008042222630152219
1369,NGM,Ngm Biopharmaceuticals Inc,Goeddel David V,Director,2022-05-24,17828,13.37,238325,2.25,13.800000190734865,13.739999771118164,13.850000381469727,13.796666781107586,0.030925352324362824,13.239999771118164,13.220000267028807,13.329999923706055,13.263333320617676,-0.008042222630152219
1370,NGM,Ngm Biopharmaceuticals Inc,"Tcg Iv Gp, Llc",10% Owner,2022-05-24,17828,13.37,238325,1.5,13.800000190734865,13.739999771118164,13.850000381469727,13.796666781107586,0.030925352324362824,13.239999771118164,13.220000267028807,13.329999923706055,13.263333320617676,-0.008042222630152219
1371,ELAN,Elanco Animal Health Inc,Hoover R David,,2022-05-20,10000,23.33,233269,0.01,24.38999938964844,23.68000030517578,23.81999969482422,23.96333312988281,0.02642925866990655,23.57999992370605,22.84000015258789,23.059999465942386,23.15999984741211,-0.00734024843298454
1372,DTC,"Solo Brands, Inc.",Webb Somer,Chief Financial Officer,2022-05-25,50256,4.25,215088,2.74,4.679999828338623,5.550000190734863,,5.115000009536743,0.1691104609822053,4.400000095367432,4.739999771118164,,4.569999933242798,0.07002186825323017
1373,DGICB,Donegal Group,Donegal Mutual Insurance Co,10% Owner,2022-05-22,13281,15.56,206652,2.45,15.600000381469727,15.800000190734865,15.800000190734865,15.733333587646484,0.011016965138435895,15.600000381469727,15.800000190734865,15.800000190734865,15.733333587646484,0.011016965138435895
1374,WIA,Western Asset Claymore Us Treasury Inflation Pro Secu Fund,Gates William H III,10% Owner,2022-05-23,19835,10.28,203836,2.45,10.489999771118164,10.619999885559082,10.65999984741211,10.589999834696453,0.029272883808816187,10.300000190734863,10.470000267028807,10.550000190734863,10.440000216166178,0.015325690886329731
1375,CTLP,Cantaloupe Inc,Venkatesan Ravi,Chief Operating Officer,2022-05-23,45001,4.46,203593,2.74,4.699999809265137,5.079999923706055,5.349999904632568,5.043333212534587,0.11566422204362455,4.329999923706056,4.599999904632568,5.0900001525878915,4.673333326975505,0.04564907145486459
1376,VFL,Delaware Investments Florida Insured Municipal Income Fund,Weinstein Boaz,10% Owner,2022-05-24,17636,11.43,201579,1.5,11.699999809265135,11.890000343322756,11.989999771118164,11.859999974568687,0.036256321710854265,11.489999771118164,11.68000030517578,11.84000015258789,11.670000076293945,0.020565559102392283
1377,INST,"Instructure Holdings, Inc.",Waterhouse Lloyd G,,2022-05-24,12122,16.5,200013,0.01,17.479999542236328,18.190000534057614,18.450000762939453,18.040000279744465,0.08536586784167605,16.745000839233402,17.059999465942386,17.75,17.185000101725258,0.03986034900613658
1378,CBL,CBL & Associates Properties Inc,Bowen Marjorie L.,Director,2022-05-20,7500,26.21,196575,2.39,27.43000030517578,27.61000061035156,27.63999938964844,27.560000101725265,0.048984038343336235,26.15999984741211,26.18000030517578,26.75,26.36333338419597,0.0058161607244963465
1379,RAPT,"Rapt Therapeutics, Inc.","Tcg Iv Gp, Llc",10% Owner,2022-05-24,16314,12.0,195802,1.5,13.920000076293945,14.222999572753904,14.8100004196167,14.317666689554848,0.16187460846854707,12.449999809265135,13.380000114440918,12.854999542236328,12.894999821980797,0.06940673395397648
1380,RAPT,"Rapt Therapeutics, Inc.",Column Group Llc,10% Owner,2022-05-24,16314,12.0,195802,1.5,13.920000076293945,14.222999572753904,14.8100004196167,14.317666689554848,0.16187460846854707,12.449999809265135,13.380000114440918,12.854999542236328,12.894999821980797,0.06940673395397648
1381,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-05-24,6940,28.08,194875,2.44,29.03000068664551,29.29999923706055,29.96999931335449,29.43333307902019,0.04597960670600466,28.149999618530273,28.920000076293945,29.190000534057607,28.75333340962728,0.023417577365198
1382,SNCR,Synchronoss Technologies Inc,Riley Bryant R,10% Owner,2022-05-24,129593,1.5,194351,1.5,1.4800000190734863,1.6299999952316284,1.6200000047683716,1.5766666730244954,0.04862579664820775,1.3799999952316284,1.4500000476837158,1.5299999713897705,1.4533333381017048,-0.03211008835677683
1383,SMFR,Sema4 Holdings Corp,Schadt Eric,President & Chief R&D Officer,2022-05-20,100000,1.92,192480,2.81,1.9900000095367432,1.8799999952316284,2.009999990463257,1.9599999984105427,0.020408162470908525,1.7649999856948853,1.6599999666213991,1.7899999618530271,1.7383333047231038,-0.10450625020144427
1384,CUE,"Cue Biopharma, Inc.",Fletcher Aaron G.l.,Director,2022-05-24,55000,3.34,183700,2.1,3.8499999046325684,3.7200000286102295,3.871999979019165,3.813999970753988,0.1242789654925674,3.549999952316284,3.5199999809265137,3.470000028610228,3.513333320617676,0.04933585993691096
1385,APLD,Applied Blockchain Ord Shs,Cummins Wes,CEO; Chairman,2022-05-25,50000,3.66,183000,2.64,3.8199999332427983,4.679999828338623,,4.2499998807907104,0.13882350525641451,3.7300000190734863,3.7809998989105225,,3.755499958992005,0.025429359615180752
1386,DGICB,Donegal Group,Donegal Mutual Insurance Co,10% Owner,2022-05-24,11413,15.83,180668,2.45,15.800000190734865,15.81999969482422,16.75,16.12333329518636,0.01819309257062461,15.800000190734865,15.75,16.75,16.10000006357829,0.016770190218140926
1387,RVP,Retractable Technologies Inc,Leonard Braden Michael,10% Owner,2022-05-25,44877,3.99,179091,1.5,4.090000152587892,4.239999771118163,,4.1649999618530265,0.04201679794858122,4.0,4.059999942779541,,4.0299999713897705,0.009925551283807095
1388,RNWK,Realnetworks Inc,Satterfield Thomas A Jr,10% Owner,2022-05-23,289936,0.58,168163,1.5,0.6100000143051147,0.6200000047683716,0.6700000166893005,0.6333333452542623,0.0842105435532544,0.5699999928474426,0.5699999928474426,0.6000000238418579,0.5800000031789144,5.4808869785741824e-09
1389,WIW,Western Asset Claymore Us Treasury Inflation Pro Sec Fund 2,Gates William H III,10% Owner,2022-05-23,15797,10.59,167300,2.45,10.859999656677246,11.039999961853027,11.100000381469727,11.0,0.037272727272727284,10.630000114440918,10.81999969482422,11.0,10.81666660308838,0.0209553101159336
1390,DFBHU,DFB Healthcare Acquisitions Corp,Ebbel Matthew,Director,2022-05-23,9300,17.44,162158,2.39,,,,,,,,,,
1391,SWM,Schweitzer Mauduit International Inc,Keenan Jeffrey,Director,2022-05-23,6000,26.55,159480,2.39,27.04999923706055,27.04999923706055,27.6200008392334,27.239999771118164,0.025330388286190497,26.0,26.45000076293945,27.11000061035156,26.520000457763672,-0.0011312044388576367
1392,DGICB,Donegal Group,Donegal Mutual Insurance Co,10% Owner,2022-05-23,9914,15.7,155650,2.45,15.800000190734865,15.800000190734865,15.81999969482422,15.806666692097984,0.0067482091054218,15.800000190734865,15.800000190734865,15.75,15.783333460489905,0.005279839059252971
1393,ABIO,Nuvelo Inc,Ma-Weaver Jacob,See Footnote 1,2022-05-25,64851,2.32,150740,2.44,2.4300000667572017,2.440000057220459,,2.4350000619888306,0.04722795033315208,2.359999895095825,2.4000000953674316,,2.3799999952316284,0.025210082080604882
1394,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-05-24,20145,7.41,149274,0.01,7.869999885559082,8.189999580383299,8.430000305175781,8.163333257039389,0.09228255582850003,7.239999771118164,7.789999961853027,8.149999618530272,7.726666450500487,0.040983579727319065
1395,OPK,Opko Health Inc,Frost Gamma Investment Trust,CEO & Chairman,2022-05-25,50000,2.96,148866,1.5,3.0999999046325684,3.220000028610228,,3.159999966621399,0.0632911293461925,2.970000028610228,3.0,,2.9850000143051147,0.008375214132430949
1396,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-05-23,19855,7.49,148714,0.01,7.639999866485598,7.869999885559082,8.189999580383299,7.899999777475992,0.05189870747148117,7.039999961853027,7.239999771118164,7.789999961853027,7.356666564941406,-0.01812416450869225
1397,GRPN,"Groupon, Inc.",Pale Fire Capital Se,See Footnote 1,2022-05-25,11846,12.52,148343,2.44,15.970000267028807,16.479999542236328,,16.224999904632572,0.2283513051716392,14.109999656677244,15.390000343322756,,14.75,0.15118644067796613
1398,ARHS,"Arhaus, Inc.",Adams Albert T,Director,2022-05-23,25000,5.93,148250,2.39,5.829999923706055,5.769999980926514,6.059999942779541,5.886666615804035,-0.007361277107085641,5.329999923706055,5.300000190734863,5.861999988555907,5.4973333676656075,-0.07870481984579357
1399,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-05-25,18819,7.65,143965,0.01,8.189999580383299,8.430000305175781,,8.309999942779541,0.07942237633262643,7.789999961853027,8.149999618530272,,7.96999979019165,0.04015053934950672
1400,VFL,Delaware Investments Florida Insured Municipal Income Fund,Weinstein Boaz,10% Owner,2022-05-23,12684,11.21,142188,1.5,11.520000457763672,11.699999809265135,11.890000343322756,11.703333536783855,0.04215324934842656,11.140000343322754,11.489999771118164,11.68000030517578,11.436666806538902,0.01981930665404216
1401,APLD,Applied Blockchain Ord Shs,Cummins Wes,CEO; Chairman,2022-05-24,38813,3.65,141667,2.64,3.788000106811523,3.8199999332427983,4.679999828338623,4.0959999561309814,0.10888670920598988,3.4200000762939453,3.7300000190734863,3.7809998989105225,3.6436666647593183,-0.0017381763545871376
1402,KYMR,"Kymera Therapeutics, Inc.",Lampert Mark N,See Remarks and Footnotes,2022-05-20,10100,14.0,141394,2.39,16.049999237060547,14.81999969482422,14.890000343322756,15.25333309173584,0.08216781763029142,14.619999885559082,13.619999885559082,13.864999771118164,14.03499984741211,0.002493754741191745
1403,TRDA,"Entrada Therapeutics, Inc.",Baker Bros. Advisors (gp) Llc,10% Owner,2022-05-24,23823,5.74,137100,1.5,6.5,6.75,7.900000095367432,7.050000031789143,0.18581560650811693,5.9099998474121085,6.380000114440918,6.480000019073486,6.256666660308838,0.08257858191271042
1404,VFC,VF Corp,Mcmullen W Rodney,Director,2022-05-25,3000,45.4,136200,2.39,49.18000030517578,50.18999862670898,,49.68499946594238,0.08624332317603478,47.93000030517578,48.79999923706055,,48.36499977111816,0.061304658020256135
1405,RAPT,"Rapt Therapeutics, Inc.","Tcg Iv Gp, Llc",10% Owner,2022-05-23,10236,12.5,127943,1.5,12.699999809265135,13.920000076293945,14.222999572753904,13.614333152770994,0.08184999884068432,11.550000190734865,12.449999809265135,13.380000114440918,12.460000038146973,-0.0032102698018110173
1406,RAPT,"Rapt Therapeutics, Inc.",Column Group Llc,10% Owner,2022-05-23,10236,12.5,127943,1.5,12.699999809265135,13.920000076293945,14.222999572753904,13.614333152770994,0.08184999884068432,11.550000190734865,12.449999809265135,13.380000114440918,12.460000038146973,-0.0032102698018110173
1407,RPID,"Rapid Micro Biosystems, Inc.",Chene David,10% Owner,2022-05-25,28800,4.36,125510,1.5,5.050000190734863,5.400000095367432,,5.225000143051148,0.16555026208018989,4.230000019073486,4.849999904632568,,4.539999961853027,0.03964756902322946
1408,CIA,Citizens Inc,Shields Gerald W,President & CEO,2022-05-24,34500,3.47,119715,2.81,3.5999999046325684,3.5399999618530287,3.299999952316284,3.4799999396006265,0.0028735459121226018,3.2899999618530287,3.1800000667572017,3.1700000762939453,3.213333368301392,-0.07987550692080411
1409,HMST,"Homestreet, Inc.",Michel John,"EVP, Chief Financial Officer",2022-05-24,3000,39.8,119400,2.74,40.7400016784668,40.83000183105469,40.77999877929688,40.78333409627279,0.024111174774272787,39.65999984741211,39.810001373291016,40.29999923706055,39.923333485921226,0.0030892582144905843
1410,SONX,"Sonendo, Inc.",Pudipeddi Vamsi Mohan Raj,,2022-05-25,43597,2.65,115532,0.01,3.0799999237060547,2.9500000476837163,,3.0149999856948853,0.12106135569707528,2.7100000381469727,2.75,,2.7300000190734863,0.02930403608591805
1411,FSK,Fs Kkr Capital Inc,Forman Michael C.,Chief Executive Officer,2022-05-24,5488,20.41,112021,2.66,21.1200008392334,21.475000381469727,21.84000015258789,21.478333791097,0.04974006836320979,20.459999084472656,21.09000015258789,21.540000915527344,21.03000005086263,0.02948169516705242
1412,VPG,"Vishay Precision Group, Inc.",Cummins Wes,Director,2022-05-20,3882,28.83,111918,2.1,30.06999969482422,29.65999984741211,30.1200008392334,29.95000012715657,0.0373956635192478,29.10000038146973,29.29999923706055,29.520000457763672,29.306666692097977,0.016264787022896295
1413,INVE,Identiv Inc,Bleichroeder Lp,10% Owner,2022-05-24,10000,11.15,111498,1.5,11.899999618530273,12.25,13.300000190734865,12.483333269755043,0.10680907422262613,11.149999618530273,11.68000030517578,12.329999923706055,11.719999949137367,0.04863480815794054
1414,EYES,Second Sight Medical Products Inc,Williams Gregg,Director,2022-05-24,55438,1.98,110028,2.25,2.009999990463257,2.150000095367432,2.1800000667572017,2.1133333841959634,0.06309150519887864,1.7799999713897705,1.8650000095367432,2.0199999809265137,1.888333320617676,-0.04854369638107108
1415,LXP,Lexington Realty Trust,Frary Richard,Director,2022-05-20,10000,10.95,109500,2.39,11.289999961853027,11.43000030517578,11.489999771118164,11.403333346048989,0.03975445883164165,11.079999923706056,10.960000038146973,11.3100004196167,11.116666793823242,0.014992515015008638
1416,REFI,"Chicago Atlantic Real Estate Finance, Inc.",Mazarakis John,Exec. Chairman of the Board,2022-05-23,7000,15.5,108500,2.81,17.100000381469727,17.010000228881836,17.09000015258789,17.066666920979813,0.0917968885332809,15.744999885559082,16.5,16.59000015258789,16.278333346048992,0.04781406852304728
1417,DDD,3D Systems Corp,Kever Jim D,Director,2022-05-26,10000,10.65,106500,2.39,11.34000015258789,,11.329999923706055,11.335000038146973,0.06043229253124512,10.699999809265137,,10.699999809265137,10.699999809265137,0.004672879453870784
1418,LIAN,Lianbio,Edelman Joseph,Director,2022-05-24,42551,2.47,105101,2.25,2.740000009536743,3.2799999713897705,3.059999942779541,3.026666641235352,0.1839206979887764,2.490000009536743,2.7699999809265137,2.690000057220459,2.650000015894572,0.06792453389243026
1419,SNCR,Synchronoss Technologies Inc,Riley Bryant R,10% Owner,2022-05-23,69183,1.5,103775,1.5,1.5199999809265137,1.4800000190734863,1.6299999952316284,1.5433333317438762,0.02807775277872868,1.3899999856948853,1.3799999952316284,1.4500000476837158,1.4066666762034101,-0.06635070367096242
1420,RPID,"Rapid Micro Biosystems, Inc.",Chene David,10% Owner,2022-05-26,21083,4.9,103364,1.5,5.400000095367432,,5.400000095367432,5.400000095367432,0.09259260861798373,4.849999904632568,,4.949999809265137,4.8999998569488525,-2.919411265152249e-08
1421,HLF,Herbalife Ltd,Lefevre Alan W,Director,2022-05-24,5000,20.6,103000,2.39,21.13999938964844,23.040000915527344,22.40999984741211,22.196666717529297,0.07193272475764866,20.1200008392334,21.309999465942386,21.8799991607666,21.10333315531413,0.023850884199654532
1422,SNPO,Snap One Holdings Corp.,Dungan Jefferson,Chief Operations Officer,2022-05-24,10000,10.25,102500,1.99,11.739999771118164,12.375,12.34000015258789,12.151666641235352,0.1564943062857118,10.300000190734863,11.529999732971193,11.779999732971193,11.203333218892418,0.08509371276084067
1423,AVCT,American Virtual Cloud Technologies Inc,Lockhart Dennis P,Director,2022-05-19,260000,0.39,101400,2.39,0.4300000071525574,0.4070000052452088,0.3799999952316284,0.40566666920979816,0.03861956231285995,0.3659999966621399,0.3700000047683716,0.35100001096725464,0.3623333374659221,-0.07635693344579436
1424,ORCC,Owl Rock Capital Corp,Weiler Melissa,Director,2022-05-24,8000,12.63,101050,2.1,13.300000190734865,13.449999809265135,13.6899995803833,13.47999986012777,0.06305637009997048,12.6899995803833,13.18000030517578,13.350000381469727,13.073333422342934,0.03391127633792751
1425,TMP,Tompkins Financial Corp,Rahily Ita M,Director,2022-05-25,1355,73.81,100000,2.39,75.31999969482422,75.94999694824219,,75.6349983215332,0.024129019131790285,73.9000015258789,74.5999984741211,,74.25,0.005925925925925895
1426,AVCT,American Virtual Cloud Technologies Inc,"Mock Lawrence E, Jr.",Director,2022-05-20,250000,0.4,100000,2.25,0.4070000052452088,0.3799999952316284,0.4020000100135803,0.3963333368301392,-0.009251462920547416,0.3700000047683716,0.35100001096725464,0.3619999885559082,0.3610000014305115,-0.10803323660649797
1427,HDRA,Hydra Industries Acquisition Corp,Chambrello Michael R.,Director,2022-05-24,10070,9.93,99995,2.1,,,,,,,,,,
1428,BTRS,Btrs Holdings Ord Shs Class 1,Murray John Wicliffe,Director,2022-05-24,21768,4.59,99915,2.39,4.860000133514403,5.079999923706055,5.315000057220459,5.085000038146973,0.09734513951495584,4.53000020980835,4.739999771118164,5.105000019073486,4.791666666666667,0.042086956521739216
1429,HDRA,Hydra Industries Acquisition Corp,Chambrello Michael R.,Director,2022-05-24,10000,9.91,99100,2.39,,,,,,,,,,
1430,TRDA,"Entrada Therapeutics, Inc.",Baker Bros. Advisors (gp) Llc,10% Owner,2022-05-20,16849,5.84,98424,1.5,6.090000152587893,6.050000190734862,6.5,6.21333344777425,0.060085854221776425,5.800000190734862,5.53000020980835,5.9099998474121085,5.7466667493184405,-0.016241284687793806
1431,FLL,Full House Resorts Inc,Fanger Lewis A.,"Sr. VP, CFO and Treasurer",2022-05-24,16083,6.06,97531,2.81,6.420000076293945,7.21999979019165,7.1500000953674325,6.929999987284344,0.1255411239366062,6.090000152587893,6.5,6.9000000953674325,6.4966667493184405,0.06721396774188104
1432,CHDN,Churchill Downs Inc,Rankin R Alex,Director,2022-05-24,525,176.8,92820,2.39,185.1999969482422,198.72000122070312,204.17999267578125,196.0333302815756,0.09811255184998094,179.33999633789062,186.1999969482422,200.07000732421875,188.5366668701172,0.0622513756340169
